,Emotions,Path
73,fear,/content/drive/MyDrive/Colab Notebooks/CREMA/1080_TAI_FEA_XX.wav
74,disgust,/content/drive/MyDrive/Colab Notebooks/CREMA/1080_TAI_DIS_XX.wav
75,sad,/content/drive/MyDrive/Colab Notebooks/CREMA/1080_IWL_SAD_XX.wav
76,sad,/content/drive/MyDrive/Colab Notebooks/CREMA/1080_IWW_SAD_XX.wav
77,angry,/content/drive/MyDrive/Colab Notebooks/CREMA/1080_MTI_ANG_XX.wav
78,happy,/content/drive/MyDrive/Colab Notebooks/CREMA/1080_MTI_HAP_XX.wav
79,sad,/content/drive/MyDrive/Colab Notebooks/CREMA/1080_TAI_SAD_XX.wav
80,angry,/content/drive/MyDrive/Colab Notebooks/CREMA/1080_TAI_ANG_XX.wav
81,fear,/content/drive/MyDrive/Colab Notebooks/CREMA/1080_MTI_FEA_XX.wav
82,fear,/content/drive/MyDrive/Colab Notebooks/CREMA/1080_IWW_FEA_XX.wav
83,angry,/content/drive/MyDrive/Colab Notebooks/CREMA/1080_TSI_ANG_XX.wav
84,fear,/content/drive/MyDrive/Colab Notebooks/CREMA/1080_TSI_FEA_XX.wav
85,sad,/content/drive/MyDrive/Colab Notebooks/CREMA/1080_TIE_SAD_XX.wav
86,angry,/content/drive/MyDrive/Colab Notebooks/CREMA/1080_WSI_ANG_XX.wav
87,disgust,/content/drive/MyDrive/Colab Notebooks/CREMA/1080_WSI_DIS_XX.wav
88,disgust,/content/drive/MyDrive/Colab Notebooks/CREMA/1080_TSI_DIS_XX.wav
89,happy,/content/drive/MyDrive/Colab Notebooks/CREMA/1080_TIE_HAP_XX.wav
90,fear,/content/drive/MyDrive/Colab Notebooks/CREMA/1080_WSI_FEA_XX.wav
92,happy,/content/drive/MyDrive/Colab Notebooks/CREMA/1080_TSI_HAP_XX.wav
93,sad,/content/drive/MyDrive/Colab Notebooks/CREMA/1080_TSI_SAD_XX.wav
95,angry,/content/drive/MyDrive/Colab Notebooks/CREMA/1081_DFA_ANG_XX.wav
96,happy,/content/drive/MyDrive/Colab Notebooks/CREMA/1080_WSI_HAP_XX.wav
99,disgust,/content/drive/MyDrive/Colab Notebooks/CREMA/1081_DFA_DIS_XX.wav
100,happy,/content/drive/MyDrive/Colab Notebooks/CREMA/1081_DFA_HAP_XX.wav
101,fear,/content/drive/MyDrive/Colab Notebooks/CREMA/1081_DFA_FEA_XX.wav
102,sad,/content/drive/MyDrive/Colab Notebooks/CREMA/1080_WSI_SAD_XX.wav
103,disgust,/content/drive/MyDrive/Colab Notebooks/CREMA/1081_ITH_DIS_XX.wav
104,angry,/content/drive/MyDrive/Colab Notebooks/CREMA/1081_IEO_ANG_MD.wav
105,angry,/content/drive/MyDrive/Colab Notebooks/CREMA/1081_IEO_ANG_HI.wav
106,happy,/content/drive/MyDrive/Colab Notebooks/CREMA/1081_IEO_HAP_MD.wav
107,angry,/content/drive/MyDrive/Colab Notebooks/CREMA/1081_IEO_ANG_LO.wav
108,fear,/content/drive/MyDrive/Colab Notebooks/CREMA/1081_IEO_FEA_LO.wav
109,happy,/content/drive/MyDrive/Colab Notebooks/CREMA/1081_IOM_HAP_XX.wav
110,fear,/content/drive/MyDrive/Colab Notebooks/CREMA/1081_IOM_FEA_XX.wav
111,sad,/content/drive/MyDrive/Colab Notebooks/CREMA/1081_IEO_SAD_HI.wav
112,disgust,/content/drive/MyDrive/Colab Notebooks/CREMA/1081_IEO_DIS_MD.wav
113,happy,/content/drive/MyDrive/Colab Notebooks/CREMA/1081_IEO_HAP_LO.wav
114,disgust,/content/drive/MyDrive/Colab Notebooks/CREMA/1081_IEO_DIS_LO.wav
115,sad,/content/drive/MyDrive/Colab Notebooks/CREMA/1081_DFA_SAD_XX.wav
116,sad,/content/drive/MyDrive/Colab Notebooks/CREMA/1081_IEO_SAD_LO.wav
117,disgust,/content/drive/MyDrive/Colab Notebooks/CREMA/1081_IOM_DIS_XX.wav
118,happy,/content/drive/MyDrive/Colab Notebooks/CREMA/1081_IEO_HAP_HI.wav
119,sad,/content/drive/MyDrive/Colab Notebooks/CREMA/1081_IEO_SAD_MD.wav
120,sad,/content/drive/MyDrive/Colab Notebooks/CREMA/1081_IOM_SAD_XX.wav
121,disgust,/content/drive/MyDrive/Colab Notebooks/CREMA/1081_IEO_DIS_HI.wav
122,fear,/content/drive/MyDrive/Colab Notebooks/CREMA/1081_IEO_FEA_MD.wav
123,angry,/content/drive/MyDrive/Colab Notebooks/CREMA/1081_ITH_ANG_XX.wav
124,fear,/content/drive/MyDrive/Colab Notebooks/CREMA/1081_IEO_FEA_HI.wav
127,angry,/content/drive/MyDrive/Colab Notebooks/CREMA/1081_IOM_ANG_XX.wav
128,angry,/content/drive/MyDrive/Colab Notebooks/CREMA/1081_ITS_ANG_XX.wav
130,sad,/content/drive/MyDrive/Colab Notebooks/CREMA/1081_ITS_SAD_XX.wav
131,fear,/content/drive/MyDrive/Colab Notebooks/CREMA/1081_IWL_FEA_XX.wav
132,disgust,/content/drive/MyDrive/Colab Notebooks/CREMA/1081_IWL_DIS_XX.wav
133,sad,/content/drive/MyDrive/Colab Notebooks/CREMA/1081_ITH_SAD_XX.wav
134,happy,/content/drive/MyDrive/Colab Notebooks/CREMA/1081_ITH_HAP_XX.wav
135,disgust,/content/drive/MyDrive/Colab Notebooks/CREMA/1081_IWW_DIS_XX.wav
137,fear,/content/drive/MyDrive/Colab Notebooks/CREMA/1081_ITH_FEA_XX.wav
138,happy,/content/drive/MyDrive/Colab Notebooks/CREMA/1081_ITS_HAP_XX.wav
139,angry,/content/drive/MyDrive/Colab Notebooks/CREMA/1081_IWL_ANG_XX.wav
140,happy,/content/drive/MyDrive/Colab Notebooks/CREMA/1081_IWW_HAP_XX.wav
141,sad,/content/drive/MyDrive/Colab Notebooks/CREMA/1081_IWW_SAD_XX.wav
142,fear,/content/drive/MyDrive/Colab Notebooks/CREMA/1081_IWW_FEA_XX.wav
145,angry,/content/drive/MyDrive/Colab Notebooks/CREMA/1081_IWW_ANG_XX.wav
146,disgust,/content/drive/MyDrive/Colab Notebooks/CREMA/1081_ITS_DIS_XX.wav
147,sad,/content/drive/MyDrive/Colab Notebooks/CREMA/1081_IWL_SAD_XX.wav
148,fear,/content/drive/MyDrive/Colab Notebooks/CREMA/1081_ITS_FEA_XX.wav
149,happy,/content/drive/MyDrive/Colab Notebooks/CREMA/1081_IWL_HAP_XX.wav
150,angry,/content/drive/MyDrive/Colab Notebooks/CREMA/1081_TAI_ANG_XX.wav
151,disgust,/content/drive/MyDrive/Colab Notebooks/CREMA/1081_TAI_DIS_XX.wav
152,angry,/content/drive/MyDrive/Colab Notebooks/CREMA/1081_TIE_ANG_XX.wav
153,sad,/content/drive/MyDrive/Colab Notebooks/CREMA/1081_TAI_SAD_XX.wav
154,happy,/content/drive/MyDrive/Colab Notebooks/CREMA/1081_TAI_HAP_XX.wav
155,angry,/content/drive/MyDrive/Colab Notebooks/CREMA/1081_MTI_ANG_XX.wav
156,fear,/content/drive/MyDrive/Colab Notebooks/CREMA/1081_MTI_FEA_XX.wav
157,happy,/content/drive/MyDrive/Colab Notebooks/CREMA/1081_MTI_HAP_XX.wav
158,sad,/content/drive/MyDrive/Colab Notebooks/CREMA/1081_MTI_SAD_XX.wav
161,fear,/content/drive/MyDrive/Colab Notebooks/CREMA/1081_TAI_FEA_XX.wav
162,disgust,/content/drive/MyDrive/Colab Notebooks/CREMA/1081_MTI_DIS_XX.wav
163,angry,/content/drive/MyDrive/Colab Notebooks/CREMA/1081_WSI_ANG_XX.wav
165,fear,/content/drive/MyDrive/Colab Notebooks/CREMA/1081_TIE_FEA_XX.wav
166,disgust,/content/drive/MyDrive/Colab Notebooks/CREMA/1081_TIE_DIS_XX.wav
167,sad,/content/drive/MyDrive/Colab Notebooks/CREMA/1081_TIE_SAD_XX.wav
169,disgust,/content/drive/MyDrive/Colab Notebooks/CREMA/1081_TSI_DIS_XX.wav
170,sad,/content/drive/MyDrive/Colab Notebooks/CREMA/1081_TSI_SAD_XX.wav
171,disgust,/content/drive/MyDrive/Colab Notebooks/CREMA/1081_WSI_DIS_XX.wav
172,fear,/content/drive/MyDrive/Colab Notebooks/CREMA/1081_TSI_FEA_XX.wav
173,happy,/content/drive/MyDrive/Colab Notebooks/CREMA/1081_TIE_HAP_XX.wav
174,angry,/content/drive/MyDrive/Colab Notebooks/CREMA/1081_TSI_ANG_XX.wav
175,fear,/content/drive/MyDrive/Colab Notebooks/CREMA/1081_WSI_FEA_XX.wav
176,happy,/content/drive/MyDrive/Colab Notebooks/CREMA/1081_TSI_HAP_XX.wav
177,happy,/content/drive/MyDrive/Colab Notebooks/CREMA/1082_IEO_HAP_HI.wav
178,happy,/content/drive/MyDrive/Colab Notebooks/CREMA/1081_WSI_HAP_XX.wav
179,angry,/content/drive/MyDrive/Colab Notebooks/CREMA/1082_IEO_ANG_HI.wav
181,angry,/content/drive/MyDrive/Colab Notebooks/CREMA/1082_IEO_ANG_LO.wav
182,fear,/content/drive/MyDrive/Colab Notebooks/CREMA/1082_IOM_FEA_XX.wav
183,happy,/content/drive/MyDrive/Colab Notebooks/CREMA/1082_DFA_HAP_XX.wav
184,sad,/content/drive/MyDrive/Colab Notebooks/CREMA/1082_IEO_SAD_MD.wav
185,disgust,/content/drive/MyDrive/Colab Notebooks/CREMA/1082_DFA_DIS_XX.wav
186,happy,/content/drive/MyDrive/Colab Notebooks/CREMA/1082_IEO_HAP_LO.wav
187,sad,/content/drive/MyDrive/Colab Notebooks/CREMA/1082_IEO_SAD_HI.wav
188,fear,/content/drive/MyDrive/Colab Notebooks/CREMA/1082_IEO_FEA_HI.wav
189,angry,/content/drive/MyDrive/Colab Notebooks/CREMA/1082_IEO_ANG_MD.wav
190,disgust,/content/drive/MyDrive/Colab Notebooks/CREMA/1082_IOM_DIS_XX.wav
191,sad,/content/drive/MyDrive/Colab Notebooks/CREMA/1082_DFA_SAD_XX.wav
192,disgust,/content/drive/MyDrive/Colab Notebooks/CREMA/1082_IEO_DIS_LO.wav
194,angry,/content/drive/MyDrive/Colab Notebooks/CREMA/1082_DFA_ANG_XX.wav
195,sad,/content/drive/MyDrive/Colab Notebooks/CREMA/1082_IEO_SAD_LO.wav
196,angry,/content/drive/MyDrive/Colab Notebooks/CREMA/1082_IOM_ANG_XX.wav
197,sad,/content/drive/MyDrive/Colab Notebooks/CREMA/1081_WSI_SAD_XX.wav
198,fear,/content/drive/MyDrive/Colab Notebooks/CREMA/1082_DFA_FEA_XX.wav
199,fear,/content/drive/MyDrive/Colab Notebooks/CREMA/1082_IEO_FEA_LO.wav
200,happy,/content/drive/MyDrive/Colab Notebooks/CREMA/1082_IEO_HAP_MD.wav
202,disgust,/content/drive/MyDrive/Colab Notebooks/CREMA/1082_IEO_DIS_MD.wav
203,disgust,/content/drive/MyDrive/Colab Notebooks/CREMA/1082_IEO_DIS_HI.wav
204,fear,/content/drive/MyDrive/Colab Notebooks/CREMA/1082_IEO_FEA_MD.wav
206,happy,/content/drive/MyDrive/Colab Notebooks/CREMA/1082_IOM_HAP_XX.wav
207,sad,/content/drive/MyDrive/Colab Notebooks/CREMA/1082_IOM_SAD_XX.wav
208,angry,/content/drive/MyDrive/Colab Notebooks/CREMA/1082_ITH_ANG_XX.wav
209,fear,/content/drive/MyDrive/Colab Notebooks/CREMA/1082_MTI_FEA_XX.wav
211,happy,/content/drive/MyDrive/Colab Notebooks/CREMA/1082_ITS_HAP_XX.wav
212,disgust,/content/drive/MyDrive/Colab Notebooks/CREMA/1082_ITS_DIS_XX.wav
213,disgust,/content/drive/MyDrive/Colab Notebooks/CREMA/1082_ITH_DIS_XX.wav
214,disgust,/content/drive/MyDrive/Colab Notebooks/CREMA/1082_MTI_DIS_XX.wav
215,happy,/content/drive/MyDrive/Colab Notebooks/CREMA/1082_IWW_HAP_XX.wav
216,happy,/content/drive/MyDrive/Colab Notebooks/CREMA/1082_ITH_HAP_XX.wav
217,happy,/content/drive/MyDrive/Colab Notebooks/CREMA/1082_IWL_HAP_XX.wav
218,angry,/content/drive/MyDrive/Colab Notebooks/CREMA/1082_ITS_ANG_XX.wav
220,angry,/content/drive/MyDrive/Colab Notebooks/CREMA/1082_MTI_ANG_XX.wav
221,disgust,/content/drive/MyDrive/Colab Notebooks/CREMA/1082_IWL_DIS_XX.wav
222,happy,/content/drive/MyDrive/Colab Notebooks/CREMA/1082_MTI_HAP_XX.wav
223,angry,/content/drive/MyDrive/Colab Notebooks/CREMA/1082_IWL_ANG_XX.wav
225,angry,/content/drive/MyDrive/Colab Notebooks/CREMA/1082_IWW_ANG_XX.wav
226,sad,/content/drive/MyDrive/Colab Notebooks/CREMA/1082_ITS_SAD_XX.wav
227,sad,/content/drive/MyDrive/Colab Notebooks/CREMA/1082_IWL_SAD_XX.wav
228,disgust,/content/drive/MyDrive/Colab Notebooks/CREMA/1082_IWW_DIS_XX.wav
229,fear,/content/drive/MyDrive/Colab Notebooks/CREMA/1082_ITS_FEA_XX.wav
230,sad,/content/drive/MyDrive/Colab Notebooks/CREMA/1082_IWW_SAD_XX.wav
232,fear,/content/drive/MyDrive/Colab Notebooks/CREMA/1082_IWW_FEA_XX.wav
233,sad,/content/drive/MyDrive/Colab Notebooks/CREMA/1082_ITH_SAD_XX.wav
235,fear,/content/drive/MyDrive/Colab Notebooks/CREMA/1082_ITH_FEA_XX.wav
236,fear,/content/drive/MyDrive/Colab Notebooks/CREMA/1082_IWL_FEA_XX.wav
237,disgust,/content/drive/MyDrive/Colab Notebooks/CREMA/1082_TIE_DIS_XX.wav
238,sad,/content/drive/MyDrive/Colab Notebooks/CREMA/1082_TAI_SAD_XX.wav
239,fear,/content/drive/MyDrive/Colab Notebooks/CREMA/1082_TAI_FEA_XX.wav
240,happy,/content/drive/MyDrive/Colab Notebooks/CREMA/1082_TAI_HAP_XX.wav
241,angry,/content/drive/MyDrive/Colab Notebooks/CREMA/1082_TAI_ANG_XX.wav
242,angry,/content/drive/MyDrive/Colab Notebooks/CREMA/1082_TIE_ANG_XX.wav
243,disgust,/content/drive/MyDrive/Colab Notebooks/CREMA/1082_TAI_DIS_XX.wav
244,sad,/content/drive/MyDrive/Colab Notebooks/CREMA/1082_TIE_SAD_XX.wav
245,happy,/content/drive/MyDrive/Colab Notebooks/CREMA/1082_TIE_HAP_XX.wav
248,fear,/content/drive/MyDrive/Colab Notebooks/CREMA/1082_TIE_FEA_XX.wav
249,sad,/content/drive/MyDrive/Colab Notebooks/CREMA/1082_MTI_SAD_XX.wav
250,happy,/content/drive/MyDrive/Colab Notebooks/CREMA/1082_WSI_HAP_XX.wav
251,fear,/content/drive/MyDrive/Colab Notebooks/CREMA/1083_DFA_FEA_XX.wav
252,sad,/content/drive/MyDrive/Colab Notebooks/CREMA/1082_TSI_SAD_XX.wav
254,fear,/content/drive/MyDrive/Colab Notebooks/CREMA/1082_TSI_FEA_XX.wav
255,happy,/content/drive/MyDrive/Colab Notebooks/CREMA/1082_TSI_HAP_XX.wav
256,disgust,/content/drive/MyDrive/Colab Notebooks/CREMA/1082_TSI_DIS_XX.wav
259,fear,/content/drive/MyDrive/Colab Notebooks/CREMA/1082_WSI_FEA_XX.wav
260,angry,/content/drive/MyDrive/Colab Notebooks/CREMA/1082_WSI_ANG_XX.wav
261,angry,/content/drive/MyDrive/Colab Notebooks/CREMA/1082_TSI_ANG_XX.wav
262,happy,/content/drive/MyDrive/Colab Notebooks/CREMA/1083_DFA_HAP_XX.wav
263,sad,/content/drive/MyDrive/Colab Notebooks/CREMA/1082_WSI_SAD_XX.wav
264,disgust,/content/drive/MyDrive/Colab Notebooks/CREMA/1083_DFA_DIS_XX.wav
265,angry,/content/drive/MyDrive/Colab Notebooks/CREMA/1083_DFA_ANG_XX.wav
266,disgust,/content/drive/MyDrive/Colab Notebooks/CREMA/1082_WSI_DIS_XX.wav
267,sad,/content/drive/MyDrive/Colab Notebooks/CREMA/1083_IOM_SAD_XX.wav
269,happy,/content/drive/MyDrive/Colab Notebooks/CREMA/1083_IEO_HAP_HI.wav
270,angry,/content/drive/MyDrive/Colab Notebooks/CREMA/1083_IEO_ANG_MD.wav
271,fear,/content/drive/MyDrive/Colab Notebooks/CREMA/1083_IOM_FEA_XX.wav
272,angry,/content/drive/MyDrive/Colab Notebooks/CREMA/1083_IOM_ANG_XX.wav
273,angry,/content/drive/MyDrive/Colab Notebooks/CREMA/1083_ITH_ANG_XX.wav
274,happy,/content/drive/MyDrive/Colab Notebooks/CREMA/1083_IEO_HAP_LO.wav
276,angry,/content/drive/MyDrive/Colab Notebooks/CREMA/1083_IEO_ANG_LO.wav
277,disgust,/content/drive/MyDrive/Colab Notebooks/CREMA/1083_IOM_DIS_XX.wav
278,sad,/content/drive/MyDrive/Colab Notebooks/CREMA/1083_IEO_SAD_LO.wav
279,fear,/content/drive/MyDrive/Colab Notebooks/CREMA/1083_IEO_FEA_HI.wav
280,disgust,/content/drive/MyDrive/Colab Notebooks/CREMA/1083_IEO_DIS_LO.wav
281,happy,/content/drive/MyDrive/Colab Notebooks/CREMA/1083_IOM_HAP_XX.wav
282,fear,/content/drive/MyDrive/Colab Notebooks/CREMA/1083_IEO_FEA_MD.wav
283,disgust,/content/drive/MyDrive/Colab Notebooks/CREMA/1083_IEO_DIS_HI.wav
284,happy,/content/drive/MyDrive/Colab Notebooks/CREMA/1083_IEO_HAP_MD.wav
285,sad,/content/drive/MyDrive/Colab Notebooks/CREMA/1083_DFA_SAD_XX.wav
286,sad,/content/drive/MyDrive/Colab Notebooks/CREMA/1083_IEO_SAD_HI.wav
287,disgust,/content/drive/MyDrive/Colab Notebooks/CREMA/1083_IEO_DIS_MD.wav
288,angry,/content/drive/MyDrive/Colab Notebooks/CREMA/1083_IEO_ANG_HI.wav
289,disgust,/content/drive/MyDrive/Colab Notebooks/CREMA/1083_ITH_DIS_XX.wav
290,sad,/content/drive/MyDrive/Colab Notebooks/CREMA/1083_IEO_SAD_MD.wav
291,fear,/content/drive/MyDrive/Colab Notebooks/CREMA/1083_IEO_FEA_LO.wav
292,disgust,/content/drive/MyDrive/Colab Notebooks/CREMA/1083_ITS_DIS_XX.wav
293,sad,/content/drive/MyDrive/Colab Notebooks/CREMA/1083_ITH_SAD_XX.wav
294,happy,/content/drive/MyDrive/Colab Notebooks/CREMA/1083_ITS_HAP_XX.wav
295,angry,/content/drive/MyDrive/Colab Notebooks/CREMA/1083_MTI_ANG_XX.wav
296,disgust,/content/drive/MyDrive/Colab Notebooks/CREMA/1083_IWW_DIS_XX.wav
297,sad,/content/drive/MyDrive/Colab Notebooks/CREMA/1083_IWW_SAD_XX.wav
299,angry,/content/drive/MyDrive/Colab Notebooks/CREMA/1083_IWL_ANG_XX.wav
300,sad,/content/drive/MyDrive/Colab Notebooks/CREMA/1083_IWL_SAD_XX.wav
302,fear,/content/drive/MyDrive/Colab Notebooks/CREMA/1083_IWW_FEA_XX.wav
303,angry,/content/drive/MyDrive/Colab Notebooks/CREMA/1083_ITS_ANG_XX.wav
304,happy,/content/drive/MyDrive/Colab Notebooks/CREMA/1083_IWL_HAP_XX.wav
306,fear,/content/drive/MyDrive/Colab Notebooks/CREMA/1083_IWL_FEA_XX.wav
307,sad,/content/drive/MyDrive/Colab Notebooks/CREMA/1083_ITS_SAD_XX.wav
308,fear,/content/drive/MyDrive/Colab Notebooks/CREMA/1083_ITS_FEA_XX.wav
309,happy,/content/drive/MyDrive/Colab Notebooks/CREMA/1083_ITH_HAP_XX.wav
310,fear,/content/drive/MyDrive/Colab Notebooks/CREMA/1083_ITH_FEA_XX.wav
311,disgust,/content/drive/MyDrive/Colab Notebooks/CREMA/1083_IWL_DIS_XX.wav
312,angry,/content/drive/MyDrive/Colab Notebooks/CREMA/1083_IWW_ANG_XX.wav
313,happy,/content/drive/MyDrive/Colab Notebooks/CREMA/1083_IWW_HAP_XX.wav
315,angry,/content/drive/MyDrive/Colab Notebooks/CREMA/1083_TIE_ANG_XX.wav
316,sad,/content/drive/MyDrive/Colab Notebooks/CREMA/1083_MTI_SAD_XX.wav
317,disgust,/content/drive/MyDrive/Colab Notebooks/CREMA/1083_MTI_DIS_XX.wav
319,fear,/content/drive/MyDrive/Colab Notebooks/CREMA/1083_MTI_FEA_XX.wav
320,angry,/content/drive/MyDrive/Colab Notebooks/CREMA/1083_TAI_ANG_XX.wav
321,happy,/content/drive/MyDrive/Colab Notebooks/CREMA/1083_TIE_HAP_XX.wav
322,happy,/content/drive/MyDrive/Colab Notebooks/CREMA/1083_MTI_HAP_XX.wav
324,happy,/content/drive/MyDrive/Colab Notebooks/CREMA/1083_TAI_HAP_XX.wav
325,disgust,/content/drive/MyDrive/Colab Notebooks/CREMA/1083_TAI_DIS_XX.wav
326,fear,/content/drive/MyDrive/Colab Notebooks/CREMA/1083_TIE_FEA_XX.wav
327,fear,/content/drive/MyDrive/Colab Notebooks/CREMA/1083_TAI_FEA_XX.wav
328,disgust,/content/drive/MyDrive/Colab Notebooks/CREMA/1083_TIE_DIS_XX.wav
329,sad,/content/drive/MyDrive/Colab Notebooks/CREMA/1083_TAI_SAD_XX.wav
331,disgust,/content/drive/MyDrive/Colab Notebooks/CREMA/1083_TSI_DIS_XX.wav
332,angry,/content/drive/MyDrive/Colab Notebooks/CREMA/1083_TSI_ANG_XX.wav
333,sad,/content/drive/MyDrive/Colab Notebooks/CREMA/1083_TIE_SAD_XX.wav
335,happy,/content/drive/MyDrive/Colab Notebooks/CREMA/1083_WSI_HAP_XX.wav
336,sad,/content/drive/MyDrive/Colab Notebooks/CREMA/1083_WSI_SAD_XX.wav
337,fear,/content/drive/MyDrive/Colab Notebooks/CREMA/1083_TSI_FEA_XX.wav
338,angry,/content/drive/MyDrive/Colab Notebooks/CREMA/1084_IEO_ANG_HI.wav
339,angry,/content/drive/MyDrive/Colab Notebooks/CREMA/1083_WSI_ANG_XX.wav
